system:index,LAI,month,year,.geo
0,0.33386423873564336,1.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.348144694218121,2.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.3765076404567912,3.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.5077375304036734,4.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,1.6207723896469362,5.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2.490095219397269,6.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2.0423153692614773,7.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1.9398939825267494,8.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,1.198975818854094,9.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.5517489610942047,10.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.37524868296194464,11.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.35974035535486376,12.0,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.31719429992474063,1.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.33575472006806056,2.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.36753869310559156,3.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.7415226923202771,4.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1.8319895727670343,5.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2.237307352508097,6.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2.8262540492784924,7.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2.1366316547233404,8.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1.463602303589543,9.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.5082302607898952,10.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.36287861435598723,11.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.3146215765190928,12.0,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.3251096168319098,1.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.307926769411996,2.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.3741312457053103,3.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.5003544822922461,4.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,1.6500327214423602,5.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2.467812735185367,6.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2.3482919407087444,7.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2.495205490658028,8.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,1.2172728313864083,9.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.5255216343269746,10.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.34679493472072226,11.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.3379609633192629,12.0,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.31080380223160237,1.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.30966918621772843,2.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.3704443571872646,3.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.39703761875156807,4.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.7558366872811749,5.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2.020503255783515,6.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2.5871944635319526,7.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2.5211617748110338,8.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,1.5479900854029642,9.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.5506604277783228,10.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.34697981087006297,11.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.31938581852688075,12.0,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.30251546088151576,1.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.2897892739111939,2.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.3614950427014821,3.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.47152798228679244,4.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,1.1877523641242094,5.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2.0501407022021527,6.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2.443256928765419,7.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2.4673120971172415,8.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,1.6403913484506407,9.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.6924337118113498,10.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.3479483655639539,11.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.3207339419521611,12.0,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.3100741140669479,1.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.3097779850135795,2.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.3648489905435029,3.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.710079022283302,4.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,1.9261586117382716,5.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2.42220967900265,6.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2.926144432446583,7.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2.2090965609764077,8.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,1.5406449396289374,9.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.6481111547397005,10.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.3505109998582067,11.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.3318142403717156,12.0,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,0.31868312555217443,1.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.32475540721835017,2.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0.38308710447956545,3.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0.536724365476697,4.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,1.5820612872615405,5.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2.0445576060992754,6.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2.2162077484375513,7.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2.5381368410719536,8.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,1.469853735152646,9.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0.48095612054579356,10.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.2817275285494586,11.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0.2986911423055527,12.0,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,0.273062890612218,1.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0.28286705277968666,2.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.3226432381139361,3.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0.35093856003839297,4.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,1.1717589411341254,5.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2.8175975917018397,6.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2.477843493341187,7.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2.2155026013546673,8.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,1.8280880861228344,9.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.6856309239444609,10.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0.339762278721246,11.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.3063921337652565,12.0,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.3048951277772323,1.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.3043764929158077,2.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.3745541703478288,3.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.4432173903558998,4.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,1.3797879650534979,5.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2.1572011714276367,6.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2.962633748895648,7.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2.4625323124243312,8.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,1.6435301528091353,9.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.5138226279681076,10.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.32785903602630806,11.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.32069304014920974,12.0,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.29286754360132206,1.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.3217155852229964,2.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.3700443375543993,3.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.5433452766597958,4.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,1.8887558216899538,5.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2.411471319655771,6.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2.492083047020711,7.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2.9738302084355865,8.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,1.9871445633323517,9.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.6217507607735347,10.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.31179826140069583,11.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.28536451686790365,12.0,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.29685546938909074,1.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.3172302935113382,2.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.37040918163672654,3.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.4611345614781366,4.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,1.5204042734203713,5.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2.77308661365793,6.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,3.3770917182029367,7.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,3.01925002454108,8.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,1.885718726481463,9.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,0.6189849808579563,10.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,0.3561630836687282,11.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,0.34824449461732265,12.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,0.33450721507804054,1.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,0.3417247472268575,2.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,0.40592421713949156,3.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,0.5944558969492704,4.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,1.3013489414613386,5.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2.2615163116390162,6.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2.5002126893753465,7.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2.6462174012630473,8.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,1.5733123916102216,9.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,0.6554028554912029,10.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.3450844213212915,11.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.3205670625961195,12.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.32107751709695354,1.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,0.32299581165537755,2.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,0.3758581198259218,3.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,0.5625154063457779,4.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,1.7961208730080802,5.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2.0925795949085444,6.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,2.37699764405615,7.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2.744926540361898,8.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2.0683346421910267,9.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,0.8846034706543195,10.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,0.3231528745787114,11.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,0.3346716403259056,12.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,0.3314109485946139,1.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,0.32490101763685736,2.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,0.3740641667484704,3.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,0.9162748273943906,4.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,2.235895422270212,5.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2.8792235201727685,6.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2.533261346160139,7.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,3.054055004744609,8.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2.1412478322044426,9.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,0.6604904944209943,10.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,0.34270693585506573,11.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,0.33181587644383365,12.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,0.336629200615163,1.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,0.33910375969372697,2.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,0.4138362619024248,3.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,0.8437780177350213,4.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2.1571741762376866,5.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2.7011346160138725,6.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2.690261280717254,7.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2.9643311737181355,8.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,1.8723307483393856,9.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,0.5850942922897374,10.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,0.34033081378227126,11.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,0.3371372010078204,12.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,0.31551896207584823,1.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,0.33701694970714297,2.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,0.38352311769902814,3.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,0.681306239979058,4.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,2.2947899283400397,5.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,2.5985602565361074,6.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2.492196754032915,7.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,2.834848336114653,8.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,1.9926417656490283,9.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,0.6445142501881479,10.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,0.35835378423480874,11.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,0.3593599685874152,12.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,0.3335542030692709,1.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,0.3557115277641439,2.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,0.4494617322731586,3.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,0.6066010056389944,4.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2.1336294623867023,5.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2.7156539380255875,6.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2.807345963810085,7.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2.9693571872648135,8.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2.1042979614541397,9.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,1.037506407949129,10.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,0.3661676646706584,11.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,0.34610205817872436,12.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,0.3571684499852751,1.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,0.36056329963024725,2.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,0.4356819148588073,3.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,0.8364156932037565,4.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,1.9343967802100714,5.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,2.1867600863846066,6.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,3.048518536697096,7.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,3.1747799483001193,8.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2.300689604397759,9.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,0.7989349170511434,10.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,0.3704296325382021,11.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,0.34988711102385406,12.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,0.3288660384149733,1.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,0.343814829357678,2.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,0.4093656948398285,3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,0.7040999967278557,4.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,1.7340867445436987,5.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2.5311336343706032,6.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,2.6154289781093545,7.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2.838028042276104,8.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2.003399757861326,9.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,0.9041119945900546,10.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,0.37665652301953456,11.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,0.3803663165472331,12.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,0.3915300546448086,1.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,0.3610091292824187,2.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,0.4335231176990283,3.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,0.7924817032601467,4.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2.6158453584633996,5.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2.4909836065573767,6.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,3.393430352409932,7.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,3.1425877752691327,8.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2.0205187984686375,9.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,0.5739291907987303,10.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,0.4022414188017409,11.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,0.38932871960996024,12.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,0.3794034881057554,1.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,0.36541752560452834,2.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,0.4271751578809592,3.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,0.5980345320288379,4.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,1.3709024573803203,5.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2.0081656359412317,6.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2.4383004482837585,7.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2.9518021334380427,8.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2.1934123556166343,9.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,1.005579005922582,10.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,0.4250261771538893,11.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,0.29532165177841035,12.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
